name,line
Yennefer, We plan to fight them? We five? In a crumbling castle?
Vesemir, Do we have a choice? Besides delaying the inevitable?
Lambert, Pretty boy could try to round up a few others who know how to swing a
Yennefer, ...or wield magic.
Geralt," Fine. I'll get Ciri, and recruit some allies. Bring everyone here."
Lambert, Any good looking¹ women in that batch?
Geralt, Mhm. Exclusively.
Geralt, And you? What do you plan to do?
Yennefer," I've Avallac'h to care for. He's certain to die without gentle,"
Vesemir, The boys and I'll consider how we should greet our uninvited guests.
Geralt, All right. Time I was on my way.
Vesemir," Good luck, Wolf. And give Cirilla our love."
Yennefer," Come back quickly, Geralt."
Geralt, Firefly's stopped at the hut. Oughta look inside.
Geralt, Locked... Anybody in there? Damn...
Voice, Achoo!
Geralt, I'm not gonna hurt you. Open up.
Voice, Ach! Ye blew our fuckin' cover.
Voice, Who are ye and whaddaya want?
Geralt," I'm Geralt, a witcher."
Voice, Argh. Go away!
Geralt," Looking for a young woman -- ashen hair, scar on her face. Will you"
Voice, No!
Geralt, Running short on patience.
Voice, Wonderful. Means you're about to go the fuck away.
Geralt, How many of you are in there?
Voice, Why d'ye need to know? Ye takin' a bloody census?
Geralt, They call me Geralt. Who are you?
Voice, Ach! It's that witcher! I heard a ballad about this 'un and that
Voice, Shut it!
Geralt, Sorceress' name is Yennefer of Vengerberg.
Voice," Aye, that's it! ""Her eyes flashin' lightnin', her heart an icy"
Voice," By me mum's beard, get yourselves together, lads. You there! Outside"
Geralt, Yeah. Geralt.
Voice," Listen, Geralt. Let's cut to the thick of it. We survived a shipwreck --"
Geralt, Got nothing to fear from me...
Voice, ...Said the fox to the gaggle o' geese. I've lost too many mates
Geralt," This conversation's getting tiring. Listen, let's make a deal."
Voice," If that's a demon, it'll try to dupe us now."
Geralt," I'm not a demon. You don't need to fear me. Gimme a chance, I'll"
Geralt, No way you can get to this isle conventionally.
Voice, Crikey. Ye call a shipwreck conventional?
Voice," Leave it be, mate. Ye know what he means."
Voice, Achoo! Achoo! Let me explain. A short while past we was en route from
Voice, How do ye aim to do that?
Geralt," Say I find your mates, will you believe I mean you no harm?"
Voice," Aye, but I'd not count on either comin' too easy..."
Geralt, How many are there?
Voice," Three: Ivo, Gaspard and Ferenc."
Geralt," Open the door, or I'll open it myself."
Voice," You try! These hinges, this lock -- they'll withstand anythin'!"
Geralt, All right. What do you want?
Voice," I want you to find our mates -- Ivo, Ferenc and Gaspard. They ventured"
Geralt, This Ivo... Where do I look??¹
Voice, Idgit insisted he'd explore the caves to the east. Tried to knock it
Geralt, Gaspard -- where'll I find him?
Voice, He said it was defeatist to sit and wait to be rescued. We had to take
Geralt, Where'd Ferenc go?
Voice, West. In search of a ship that's said to be out there.
Voice," Ferenc, he's, uh, handy. Thought he might fix it up, make it"
Geralt, All right. See if I can't find all three. See ya.
Voice, I'm content ye understand.
Ivo, A man! Hah! Am I ever pleased to see you!
Geralt, I talked to your friends! Come down!
Ivo," Right! I'm comin'! You lucky devil, you. You know, I've one regret --"
Geralt, Dead. Damn.
Geralt," Tried to flee the fiend. Tsk. Stubby legs, too slow."
Geralt," Hey, wake up."
Gaspard," Shoo... Back to bed, Nibbles."
Geralt, Wake up!
Gaspard, Wha-- What's happening? Who-- Who're you?
Geralt, I'm Geralt.
Geralt," Your friends asked me to find you, Ferenc and Ivo."
Gaspard," I'm afeard they're dead. Some horrors swarmed Ivo, saw it with my"
Geralt, Let's get back to the hut. I'll protect you along the way.
Gaspard," Shame about the lads, really, but what can ye do...? Come on."
Geralt, You and your friends -- what's your story?
Gaspard," Rabenick and Company. Real estate appraisal, insurance, mass event"
Geralt, Any chance you've seen an ashen-haired woman around here?
Gaspard," Here? Nay, not a soul. But...a lot passes me by on account of my"
Geralt," Wanna explore the island a bit. Come back for you after, take you to"
Gaspard," I'd only be a burden. You know, the narcolepsy... This place seems"
Gaspard," But, I should warn you, I suffer from narcolepsy, meaning-- Oah..."
Geralt," I know what it means. Don't worry, I'll keep you awake."
Gaspard," Off we go, then."
Gaspard, Driftin off! I'll soon snnnneeeerrr...
Geralt," Come on, get up."
Gaspard," Oh, Nibbles, youse a naughty kitty, aren't ye? All right! I'm up!"
Gaspard, Fle-felyin' a wee bit drowsyyy...
Geralt, Wake up.
Gaspard, Neh! I don't -- don't want to go to school.
Gaspard," Aaaahh... It's stronger than me, so sorrrrrrry... Zzzzzz..."
Geralt, Wake up.
Gaspard," Right, right...just a wee bit longer..."
Gaspard, Know much about this isle?
Geralt, Almost nothing.
Gaspard, Ye know it ain't on my map.
Geralt, A common characteristic of enchanted islands.
Gaspard, Ye think it's enchanted?
Geralt, It's the one thing I'm sure of.
Gaspard, So what is it brought you to this strange place?
Geralt, Looking for someone.
Gaspard, Here?
Geralt, Mhm. Just kind of turned out that way.
Gaspard," Not too keen on talkin' about it, are ye?"
Geralt, Not really.
Geralt, Brought you your friend.
Voice," That so? Let's hear him, then."
Geralt, Wake up.
Gaspard, I'm awake!
Voice," Hahah! Gaspard! Stand back, I'm openin' the door!"
Dwarf, Gaspard! Hah! You seem a bit muddled.
Gaspard," Beh, err, muddled? A bit drowsy, that's all."
Dwarf, What of the others?
Geralt," Found one near a monster's den. He was already dead, sadly. Saw another"
Dwarf, Shit. Rabenick told me to have an eye on the snot. 'Twas his nephew.
Dwarf, Argh. Everything's gone wrong. What'll we do now?
Geralt," Got a boat, you can leave with me. But I need to find someone first."
Dwarf, An ashen-haired lass?
Geralt, Yes.
Dwarf, Oh -- dreadfully sorry.
Geralt, Step aside.
Dwarf," She's cold, spirit's left her. Nothin' we could do."
Geralt, What do you mean?
Dwarf, She's cold. Spirit's left her.
Dwarf, Must've passed shortly before we found her.
Dwarf, Let's wait by the boat.
Geralt, Guess not all of Vesemir's teachings've receded into oblivion.
Ciri," ""A witcher can forget to eat, to drink, to breathe, even, but a witcher"
Geralt," Huh. Uh, yeah, used to repeat that incessantly. Never tired of doing"
Ciri, What creature was it?
Geralt, Huh? Creature?
Ciri," One that gave you the scar over your left eye. It's new, I don't remember"
Geralt, Souvenir from the cockatrice of Spalla. Another addition to the
Ciri, Avallac'h -- he prepared some special ointments for me. But that was
Geralt," We lifted the curse. He's at Kaer Morhen, waiting for you."
Ciri, Are you serious? You must be. You'd not jest about something like
Geralt, Waiting at Kaer Morhen with the others.
Ciri, You lifted the curse?
Geralt," Yeah, tell you on the way. Got a boat on the beach. Once we land,"
Ciri, Right. Conventional means of travel. They're just better. Though a
Geralt," And draw Eredin to us immediately. Rather not risk it. Besides, I"
Geralt, You trust him?
Ciri, Avallac'h? He's not let me down to date. Not once.
Geralt, How'd you ever start traveling with Avallac'h?
Ciri," As soon as I'd left you and Yen on the Isle of Avalon, I found myself"
Geralt, So why'd you return?
Ciri, I thought the Hunt had lost my scent for good. I thought I was safe.
Geralt," The world where Eredin couldn't find you, what was it like?"
Ciri, You wouldn't believe me if I told you.
Geralt, Try me.
Ciri," People there had metal in their heads, waged war from a distance,"
Geralt," Ciri, stop fooling around."
Ciri," Told you you wouldn't believe me. Ah, we should've stayed there..."
Geralt, Why exactly is Avallac'h helping you? Sages've never been fond of
Ciri," He doesn't do it for me, it's about my power. As if it could ever be"
Geralt, What's Eredin after? What's he want from you?
Ciri, What everyone wants -- control of my powers. His home world faces
Geralt, Whereas yours will...
Ciri," Exactly. And if I die in the process -- well, that's a necessary"
Geralt," We should go. Got a boat on the beach. Once we land, we'll head for"
Ciri, Right. Conventional means of travel. They're just better. Though a
Geralt," And draw Eredin to us immediately. Rather not risk it. Besides, I"
Geralt," You were looking for us, we were looking for you... Times I thought you"
Ciri, I'm not surprised. There were times I fled pell-mell head first and
Geralt, So tell me how it happened. Step by step.
Ciri, Eredin located us mere moments after we landed on Ard Skellig. Soon
Geralt," That's how Eredin cursed Avallac'h, triggered his transformation into"
Ciri," Yes. He didn't wish to kill him. Humiliation, that's what he was after."
Geralt, And in a full half of a forest on Ard Skellig.
Ciri," Yet it also gave us time to flee. Avallac'h opened a portal, I leapt"
Geralt, But you failed to meet there...
Ciri," Yes, we failed to. Once through the portal, instead of Avallac'h's"
Geralt, I heard.
Ciri," A coincidence, really. I had no desire to hunt that day, but it felt"
Geralt, Boar attacked you?
Ciri, Mhm. Big as a bison and lumbering straight at me. All I had was my
Geralt, Did just fine judging by how the baron's men remember it.
Ciri," Simple soldiers, the whole lot, but we got along splendidly. A shame"
Geralt, So how'd you even meet a man like Whoreson Junior?
Ciri, You and Yennefer were nowhere to be found. And I needed someone who
Geralt," Hm, failed to mention that."
Ciri," Eh, probably didn't want to worry you. Later we learned the Guard did"
Geralt, Whoreson Junior.
Geralt, You suspected right. Whoreson was not the ideal partner in crime.
Ciri, Damned simpleton got it in his head that we'd cheated him and
Geralt, Who you promptly freed only to have to flee to Temple Isle. Great
Ciri," We hadn't planned it, had no time to consider. We just bolted. I"
Geralt, And that's when you landed back in Skellige.
Ciri, The shore of Hindarsfjall -- the first pleasant place that came to
Geralt," Wait, so...you actually wound up there by accident? I thought you"
Ciri," No, he simply sensed me use my power. Just as Eredin can sense"
Geralt, Hmm... Think I know the rest. We should get going.
Geralt, How'd you wind up here? What happened?
Ciri," Last I remember, I was on the Skellige shore, arguing with Avallac'h."
Geralt," What did you dream? I've had nothing but nightmares lately, pretty"
Ciri," Likewise, for the most part. In one, a monster grown from a stillborn"
Geralt, I like that one a lot better.
Ciri," Me too. But these dreams, and the others, ended in some tower. No"
Geralt, Recognize it? Know where it might be?
Ciri," Not sure... I don't think so, but there was something familiar about"
Geralt, Did you?
Ciri," No, dreams all ended with me searching for the entrance. And the last"
Geralt, I was afraid you were dead. Found some dwarves here. Said they'd
Ciri, And yet you came in.
Geralt, Who listens to dwarves these days? Speaking of which -- they're
Geralt," Got a boat on the beach. Once we land, we'll head for Kaer Morhen. On"
Ciri, Right. Conventional means of travel. They're just better. Though a
Geralt," And draw Eredin to us immediately. Rather not risk it. Besides, I hate"
Geralt," Damn... Listen, we gotta think of a way to..."
Geralt, Get us outta here.
Ciri," They'll know where we've gone, they'll know how to find me!"
Geralt," They already do. Ciri, take us home."
Vesemir," Whoa, now. There, there, it's a-- What the--?"
Vesemir," Welcome back, child..."
Yennefer," Ah! Ciri! Haha... My, you've grown beautiful."
Vesemir," No point standing around. Come on, time to greet the others."
Ciri, You've not changed a bit. Any of you... All just like I remembered.
Geralt, What?
NOTE, This always occurs.]
Triss, Little sis!
Vesemir," They're all here, everyone you asked for help. Avallac'h's resting in"
Geralt, Time's short. Wild Hunt'll be here soon.
Geralt," Damn, it's good to see you again."
Yennefer, Would you like a moment to yourselves?
Geralt," Sorry, we didn't mean to--"
Yennefer, I know. It's a simple question. Do you want some time alone?
Geralt, No...let's go. They're waiting.
Geralt, Long as you really don't mind...
Geralt, Seemed to take that pretty well.
Triss, Or wants us to think she did.
Geralt," Haven't been here in a while, have you?"
Triss, Too long. How's the guest room? Anything changed?
Geralt," Mhm. The bed...it, uh, broke."
Triss, Not a problem. We'll sleep on the floor. Spread out a hide and...
Yennefer, Ahem.
Geralt, Guess we should go.
Triss, I-- Maybe I'll give you two a moment.
Yennefer," Triss, please..."
Triss," No, no. You must've missed each other terribly. A minute's delay won't"
Geralt," No, we should get going. They're waiting for us."
Geralt," Fine. So a minute, then we go, all right?"
Geralt, Hmph. This is just a little awkward...
Yennefer, Forty-five seconds...
Geralt, Huh?
Yennefer," We've forty-five seconds left. Well, thirty by now. And then we"
Geralt," Yen, I adore you."
Yennefer, Hm. No points for creativity. But for your candor... Time to go.
Triss," Yen, you know the Wild Hunt better than anyone else. Tell us about the"
Yennefer," Their navigators open portals, rifts that we might counter with"
Triss, There's just not enough of us. It'll be a hard fight.
Geralt, Thanks for coming.
Hjalmar, We've spent our lives preparin' to face the shadows Morhogg.
Vigi," We slew the giant, we'll slay the wraiths as well."
Folan, Aye!
Hjalmar, Imagine we'd miss a chance like this? Never!
Vigi, Cryin' shame Folan ain't with us.
Geralt, Hunt'll be here soon.
Vigi," Tedd Deireadh is upon us. The Final Age, the Time of the End."
Hjalmar, Damn shame Vigi and Folan aren't here.
Folan, So Ragh nar Roog is upon us.
Zoltan," Hah! You found her. They told me the Hunt was after her, that those"
Geralt, Bring all your tools with you?
Zoltan," Thought to myself, a battle approaches. Blades'll need honin',"
Geralt," Thought right. Thanks, Zoltan."
Zoltan, Plan to top that by brewin' some more Mahakaman mix. Shite's so
Geralt, Huh. You seem to be in a good mood...
Vesemir," If they can bleed, they can die."
Geralt, Vesemir.
Vesemir, Welcome home.
Lambert," She's one of us, Geralt. No way we'll let 'em take her."
Geralt, Eskel.
Eskel," Greetings, Wolf."
Vesemir, I certainly hope this gas will work.
Ermion, It shall. We must just ignite it at the right moment.
Vesemir, And that hole...is that there for good?
Ermion," We shall worry about the hole once it is all over. And now, step back,"
Vesemir," Never thought gas could stink so much. We need to warn the others,"
Ermion, I could use a drink.
Vesemir, So could I. We'll find something after the council.
Ermion, Whoever repaired these walls did a shoddy job of it.
Geralt, We're not masons.
Ermion, A shame. We'll not be able to keep the Hunt outside the fortress.
Vesemir," That's no loss. We don't know much about breaking sieges, either."
Geralt, Maybe we can still patch up these holes?
Vesemir, We've got the materials.
Ermion, I can help you if you wish.
Geralt, What about Lambert?
Vesemir," Hm, I know exactly how he'll take to bricklaying."
Geralt, What's the gas for?
Ermion," It's highly flammable. I aim to detonate it, incinerate a few of the"
Geralt, Castle walls won't suffer?
Ermion, The fortress walls are in ruin. They cannot be harmed any more than
Lambert, Still got time to leave.
Letho," I do, but I don't wanna."
Eskel, Think it over.
Letho, I will. I do my best thinking alone.
Eskel, You should have said no.
Letho, None of your business.
Lambert, Wrong -- it is his and mine. Rather not have you behind our backs
Geralt, What is it now?
Lambert, Why did you even bring him?
Geralt, I need Letho.
Eskel," Our opinions count, too."
Geralt, I need anyone who can face the riders of the Hunt in battle. Your
Lambert, You're making a mistake.
Geralt, I'll keep an eye on Letho.
Letho, And I promise to be a good boy.
Lambert," Oh, fuck off."
Eskel," Geralt, this is a problem. Don't dismiss it."
Geralt, Big fight ahead of us. How's morale?
Letho, Remember our encounter with them at the Hanged Man's Tree? We'll thrash
Geralt, An illusion.
Keira," Greetings, Geralt. If I'm to die today, I wish to look smashing for the"
Geralt, Getting all gussied up for the Wild Hunt?
Keira, Women only ever beautify themselves for their own satisfaction.
Geralt, Glad you're here.
Keira, It's good to see you again.
Geralt, Expected you earlier.
Keira," I started off heading in the opposite direction, but then turned"
Geralt, What made you change your mind?
Keira, There are times when a woman should simply not explain her decision.
Geralt," Won't find too many comforts, but try to feel at home."
Vernon, You're here.
Geralt," Thanks for coming, both."
Ves," No need. By the way, it seems you forgot to invite me."
Vernon," Hold your excuses, Geralt. Ves vented on me all the way here, she's"
Geralt, Yes.
Geralt," Quality's what counts, not quantity."
Vernon," A witcher's approach. Works when hunting and fighting beasts, not"
Vernon, I certainly hope you know what you're doing.
Ves, We'll scout around a bit. Need to acquaint myself with the battlefield.
Geralt, Glad to see you.
Vernon," Hmph. Set out alone, Ves tracked me down. Insisted on coming."
Ves, I ought to give you a hiding for not asking my help. But I took it all out
Letho," Ah, some old friends."
Ves, What's this whoreson doing here?
Geralt, We need him.
Ves, You might've forgotten what he did. I haven't.
Geralt, Gotta save Ciri -- whatever the cost. And Letho's faced the Hunt
Vernon, I don't question his abilities. I simply don't trust him.
Geralt, Letho won't betray us.
Vernon," You're naïve, always have been. Usually I don't give a shit, but this"
Geralt, I'll keep an eye on Letho.
Letho," And I'll behave, I promise."
Vernon," Watch this murderer, and you won't be watching the enemy. Why is the"
Letho," Eredin's a king, ain't he?"
Vernon, Fuck you. Both.
Geralt, I'm in command here. I make the decisions. You both know there're no
Vernon," You know what, Geralt? I've done many things in my life I wish I"
Ves, We'll stay and help. But we don't want him at our backs.
Vernon, Elbow higher.
Ves, It's high enough.
Vernon," You drop it a bit every time you release the string. Apart from which,"
Geralt, Get everybody together. Time to talk.
allies," Yennefer,"
Geralt, Thank you for coming. The Wild Hunt'll be here soon. They're coming
Lambert, How do you even know the Hunt'll show?
Ciri," They always know where I teleport to, and they move from place to place"
Lambert, So what's our plan?
Geralt," Eredin, the King of the Hunt -- he's confident, he'll strike hard,"
Yennefer," I'll generate a magic dome over the fortress. It will scatter them,"
Geralt," There aren't many of us, but I'd trust any of you with my life. Work"
Lambert," If they're dispersed out in the woods, we could hunt down small groups"
Geralt, Got our first volunteer for the hunting party. I'm the second.
Letho," Count me in, too. Always believed attack was the best defense."
Yennefer, The Hunt will try to penetrate into the fortress through navigator
Geralt, Lambert'll make us dimeritium bombs. Remember the formula?
Lambert, Course.
Yennefer, Excellent. Yrden should work on the portals as well. I shall also
Triss," I'll look for your signal. Soon as I see it, I'll rain fire on the"
Geralt," Ciri's most important in all of this. The Hunt's after her, and we"
Ciri, What do I do?
Yennefer," Stay inside the keep. If they break through, come inside, we'll all"
Ciri, Out of the question. I can look after myself.
Vesemir," No one doubts that, child. But remember the most important moment"
Ciri," ""Wait for an opportunity."""
Triss," After the council, I'll give you an amulet. If you use it, a ball of"
Geralt," Remember, there's only a few of us. We have to help each other, work"
Geralt, What else do we have that we can use?
Ermion," Do you know we stand on a vast deposit of gas? If need be, I could"
Vernon," Since you plan to ambush the Hunt in the woods, I could dig some"
Vesemir, Meaning?
Ves, Deep as the dark abyss. Bottoms bristling with sharpened stakes.
Zoltan, I brought this Mahamakam mix -- flammable as bone dry saltpeter and
Vesemir, There's a laboratory...and the workshop.
Eskel, One thing to remember -- we've got limited resources and even less
Vesemir, Absolutely. We need to assign one type of weaponry each to the lab
Vesemir, I started brewing some potions. Like to finish if you don't mind.
Eskel, I could prepare more of those witchers' traps. But I'd need all the
Geralt, Always relied on potions. We should brew as many as possible.
Geralt," There aren't many of us, so we'll need to prepare as many traps as"
Vesemir, Let's talk about the workshop.
Geralt, Anyone have any ideas for the workshop?
Vesemir, Been wanting to fix that breach in the wall. But we'll need the
Geralt, Rubble?
Vesemir, Haven't you heard? Roof caved in a couple years back. There's some
Lambert, Filling in the breach seems just as important. They come through
Geralt, Fixing the breach in the wall's a priority.
Geralt, We'll need weapons that can pierce the Hunt's armor. Gotta clear
Vesemir, Let's not forget the laboratory.
Vesemir, We won't have time to do much else. Everything settled?
Geralt," Yes, settled. We don't have much time, so let's get to work."
Geralt," Hm. No, we should do it differently."
Vesemir," What do you want to change, Wolf?"
Geralt, We should use the lab differently.
Geralt, We've always relied on potions. Need to brew as many as possible.
Vesemir, Let's talk about the workshop.
Geralt," There aren't many of us, so we should prepare as many traps as"
Geralt, Oughta use the workshop for something else.
Geralt, Need to patch the breach in the wall first and foremost. Worth
Geralt, Gonna need weapons that pierce the Hunt's armor. Let's clear the
Vesemir, And the laboratory?
Vesemir, Let's sum up: Yennefer will create a magic barrier to repel the main
Geralt," If anything goes wrong, we abandon the outer courtyard, pull back to"
Geralt, Can't help feeling we've overlooked something important...
Lambert, Don't think about it.
Geralt, What's ready?
Lambert," Haven't had much time to prepare, so not much, honestly."
Geralt, Wanted to talk about what we can expect...
Lambert," Thanks, not interested. You should talk to Ciri -- fine mood she's"
Geralt, I'm exposing you all to danger. Unnecessarily.
Lambert, You worry too much. Wipe that frown off your face. We'll make it.
Geralt, Thanks. For everything.
Lambert, Your potions.
Geralt, Can't help but worry. We're short on meteorite steel swords.
Lambert," Got enough for everyone. Here, Vesemir dug this up for you."
Geralt, Thanks. For everything.
Lambert, I'll saddle the horses. Come once you're ready to head into the woods.
Geralt, Takin' Letho with us.
Lambert, You know my opinion.
Geralt, Got a minute?
Ciri, Oh. Serious talking coming.
Geralt," They're after you. No matter what happens, you can't put yourself in"
Ciri, Want me to sit and wait while others risk their lives for me?
Geralt, Listen to me this once -- don't take matters into your own hands.
Geralt," I won't let them take you, you know that?"
Ciri, I know.
Geralt," You gotta keep clear, stay out of trouble."
Ciri, Don't treat me like a child.
Geralt, Didn't even do that when you were one.
Ciri, I like it when you smile. Come here. Everything will be all right.
Lambert, See that?
Geralt, It's starting. Woods! Now!
Lambert, Gonna have to thank Yen once this is all over. That spell -- really
Geralt," Hounds could sniff you out, so don't get too close. And you'll be"
Letho, He always talk this much?
Geralt, Only when he's nervous.
Geralt," Good work with these bombs, by the way."
Lambert," Aim at the portals, be precise. I'm out of dimeritium."
Geralt, Yen mentione casting Yrden at the rifts. Said the sign could seal them.
Lambert, They're here. Time to say hello.
Geralt," Slow down. Element of surprise is key. Stay hidden, give Triss a chance"
Letho, Mean to say Merigold can conjure up more than a cloud of butterflies?
Geralt, Lots more. Wait and see.
Lambert," Next time you get the feeling I'm about to piss off Merigold, make"
Letho, Love these moments. The air before a battle -- nothin' smells as
Geralt, I hate portals.
Geralt, One less to worry about.
Geralt, Problem solved.
Lambert, Geralt! C'mere! Look! They're regrouping!
Geralt, See the commander? Name's Imlerith. I remember him from back when I
Lambert," Damn it, spell's waning. We're becoming visible."
Letho, We gonna try to kill him?
Geralt, Too risky.
Letho, Pansy.
Lambert, What's with Merigold?!
Geralt, Shit.
Vesemir, You were meant to wait inside!
Ciri, I cannot hide forever. I must face them!
Geralt," Back inside, now!"
Ciri, I refuse to sit idle while you risk your lives for me.
Vesemir, Back inside!
Ciri," No! Geralt gave the signal from the woods, and Triss hasn't cast the"
Vesemir, Dammit! All right! Run to her!
Zoltan, Duvvelsheyss! Ciri! Watch out!
Ciri," Hold on, Triss!"
Triss, Ciri! Get back to the Keep!
Ciri, No!
Triss, Give Geralt the signal!
Triss, I'm ready!
Ciri, Dammit!
Lambert, Geralt!
Geralt, Head back!
Lambert, Yennefer's spell is waning! Blizzard's almost at the fortress! Wonder
Geralt, Imlerith? Doubt it.
Vesemir, Large detachment approaching from the woods! We need to close the gate
Imlerith, Ladd nahw!
Vesemir," Lambert! Don't be a hero! Geralt, go to Lambert! Now!"
Keira, Azar! Anatha! Vellos!
Lambert, That was amazing. Thanks.
Keira," You'd never have managed without me, would you? Come, now, admit it."
Vesemir, We gotta pull back! Yennefer's strength is waning!
Vesemir, Heads up!
Vernon, Plough it! Not a second too soon!
Geralt, Get back to your position!
Ves," Zoltan sends his regards, you bastards!"
Vesemir," Fall back! Through the gate, into the courtyard! Check the passage to"
Geralt, Where's Eskel?
Vesemir, Dammit. We agreed he'd open that gate.
Geralt," Hasn't done it yet, means..."
Vesemir, He'll be fine. We've got Triss to worry about now.
Triss, Just in time!
Geralt, Everything all right?
Triss," Yes, thanks. Things were looking shaky."
Vesemir, We had to fall back. They tried to get in through the main gate. I'm
Triss, What's with Eskel? We have to retreat!
Ciri, He's in trouble! I'm going to help him!
Triss, Remember the stone I gave you!
Ciri," See? I can do it, too."
Eskel, I'll take these!
Eskel," Should've stayed in the keep, sat your ass down like you were supposed"
Ciri," Hmph. Who would've saved yours, then?"
Eskel, Thank you!
Ciri, We have to open the gate for them!
Vesemir, Eskel's opened the gate! We can retreat beyond it!
Geralt, Fall back!
Geralt, You're not supposed to be out here!
Ciri, Too late now.
Eskel, They're coming in through the gaps!
Vesemir, Dimeritium bombs. You'll find more in the crates by the walls.
Geralt," We gotta close the portals! If we don't, we die!"
Eskel, Geralt! They're coming in through Savolla's breach!
Eskel, The wall stopped 'em!
Eskel, Damn the dogs! We should've patched up that wall!
Ermion," Geralt, hold them back! I must form a Circle of Vitality!"
Triss, Geralt! I can't hold them any longer! They're swarming the yard by the
Geralt, On my way!
Lambert, Bastard wants to break through! Get inside!
Vesemir, Come!
Ciri, Geralt... Where is he...? We must--
Eredin, You can't escape me this time!
Ciri, Aaaargh!
Eredin, Imlerith!
Vesemir, Run!
Eredin, She'll not abandon you. You humans are so...impractical.
Vesemir, Ciri! No!
Vesemir, Aargh! I forbid you! You always were an unruly child. I adored that
Vesemir, Now fly.
Ciri, Nooooooooooooooo!
h," Gvaed, gvaed uncym, cym'morth!"
Ciri, I...I was too late...to help him.
Geralt, It's not your fault.
Ciri, I should not have fled here to Kaer Morhen.
Yennefer," Avallac'h is weak, but alive. Triss is tending to the others."
Ciri, I nearly killed you... Killed everyone...
Geralt," I can't cry, don't know how..."
Geralt, We'd all be dead if not for you.
Ciri," No, Geralt. The Hunt would never have come to Kaer Morhen if I wasn't"
Geralt, Vesemir's funeral -- we should prepare.
Geralt, Don't blame yourself. No witcher's ever died in his own bed.
Ciri," You don't know how it is. To see someone you love die...because of you,"
Geralt, We all knew what we were signing up for.
Ciri," Yes, and you saved me. For how long? A week? A month?"
Geralt," We'll hide you, cover your tracks..."
Ciri, No. I will flee no more.
h," Va fail. For those who remain, death should never take precedence"
Geralt, I'll remember your teachings always. And the sacrifice you made.
Geralt, Thank you.
Ermion," Please. She was my ward, too. And the old should only ever stick around"
Geralt, I know.
Ermion," Whatever you aim to do now, remember you'll always find souls willing"
Geralt, Don't really know what I'll do next.
Ermion," When doubt plagues your mind, follow your instincts. Should they"
Geralt, Good advice.
Ermion," Bah! 'Course it is! I am a hierophant, aren't I? I must pick a"
Geralt," Thanks again, for everything."
Geralt," Thanks, I'll remember that."
Ermion," I shall take another look at the wounded, but I'll need to go soon."
Geralt," Go in health, Ermion."
Ermion, Till we meet again.
Hjalmar, There y'are. Cryin' shame about Vesemir. I'm sorry.
Geralt, Thanks for your help.
Hjalmar, I'd a debt to pay.
Geralt, Heading straight back to Skellige?
Hjalmar, Wouldn't be right to tarry -- war with the Black Ones won't wait.
Geralt, I know. Thanks.
Hjalmar," Duty calls. But listen, Geralt, you've a king for a mate. Rare's"
Geralt," Thanks, I'll remember that."
Geralt," So long, Hjalmar."
Geralt, What's on your mind?
Eskel, Kaer Morhen. Can't imagine this place without Vesemir. I'll head down to
Geralt, Come on. It's the only home we've ever had. Stay.
Eskel," No, Geralt. Place has been dying a while now. Last nail in the coffin"
Geralt, I get you.
Eskel, Try my luck in Lormark. There's always work where there's war. After
Geralt, Till next time.
Eskel," See you, Wolf."
Geralt, How are you feeling?
Lambert, Please.
Geralt, Thanks for everything.
Lambert, Sure.
Geralt, Get your health back.
Lambert, Leave me alone.
Geralt, What's eating you?
Lambert, Do you seriously not know? Get lost. I'm done with this idiotic
Geralt, Thanks for everything you did for me and Ciri.
Keira," May I be honest? Had I known what would happen here, I'd never have come"
Geralt, You going together?
Keira," I've an idea, but I need a witcher to help me see it through. Lambert"
Geralt, Hm. Good luck. And thanks again.
Keira, We're even now.
Geralt, Take care of yourselves. And thanks again for everything.
Geralt, So? Tell me.
Vernon, I can say I've seen it all now.
Ves, I still don't believe everything that happened.
Geralt, Thanks for coming. Thanks for risking your lives for me.
Ves, Take care of the girl. Don't let anyone harm her.
Geralt, Risked your lives for me. How can I repay you?
Vernon," We'll think of something, right?"
Ves, Definitely.
Geralt, What will you do?
Vernon," We're bound for Novigrad, to fight the next fight."
Ves," If you miss us, look for us at the camp."
Geralt, That was tough.
Letho, We managed.
Geralt, Thanks for helping.
Letho, You're welcome.
Geralt, Would you consider staying at Kaer Morhen?
Letho," It'd be nice. At least for a while, till I figure out what's next."
Geralt, Agreed. Do it.
Geralt, What will you do now?
Letho," Probably head east, cross the mountains. After that? We'll see."
Geralt, Farewell.
Zoltan," Come to see how I'm feelin'? Thanks, not bad."
Geralt, That's good.
Zoltan," Argh, son, horrible about Vesemir. I know you were close."
Geralt, Thanks. We were.
Zoltan," Listen, far be it from me to stick my beard where it'll scratch no"
Geralt," Not that simple, unfortunately. We have no way of finding them, they"
Geralt," There aren't enough of us. Sure, we repelled the Hunt's assault, but"
Zoltan," Forgive me, Geralt, but that's the blatherin' of a man who clearly"
Geralt," I'll do that, Zoltan."
h, Zireael can harness immense amounts of the Power. Why has no one
Yennefer," Actually, some did teach her."
h, Clearly to no effect.
Yennefer, I'll gladly argue you about this -- some other time.
Geralt, Haven't had a chance to talk. Thanks for your help. And for looking
h," You will thank me later. Now, we must take Zireael away from here,"
